price,brand_chevrolet,brand_dodge,brand_ford,brand_nissan
125,0,0,1,0
2630,0,0,0,1
5690,0,0,0,1
450,1,0,0,0
4320,1,0,0,0
33001,0,0,1,0
10000,0,0,1,0
0,0,0,1,0
3550,0,0,0,1
3040,0,0,0,1
0,1,0,0,0
4480,0,0,1,0
31003,0,0,1,0
75,0,0,1,0
3160,0,0,0,1
0,1,0,0,0
27102,0,0,1,0
3390,0,0,0,1
3140,0,0,0,1
25,1,0,0,0
10440,1,0,0,0
23911,0,0,1,0
25,0,0,1,0
2630,0,0,0,1
3140,0,0,0,1
2300,1,0,0,0
4310,1,0,0,0
26012,0,0,1,0
75,0,0,1,0
8350,0,0,0,1
3210,0,0,0,1
25,1,0,0,0
4200,1,0,0,0
8430,1,0,0,0
25503,0,0,1,0
0,0,0,1,0
0,1,0,0,0
1000,1,0,0,0
3570,0,1,0,0
25001,0,0,1,0
0,0,0,1,0
3820,0,0,0,1
2900,0,0,0,1
50,1,0,0,0
5100,1,0,0,0
4700,0,1,0,0
29502,0,0,1,0
0,0,0,1,0
3020,0,0,0,1
0,1,0,0,0
2000,1,0,0,0
3870,0,0,1,0
